animal_id,fk_type,animal_name,fk_breed,fk_colour_1,fk_colour_2,date_of_birth
A737205,1,Xerxes,16,42,1,2014-10-23 00:00:00
A760475,1,,51,25,27,2017-08-25 00:00:00
A762972,1,*Beatrice,51,13,25,2016-11-30 00:00:00
A754076,1,,51,27,1,2015-07-15 00:00:00
A737585,1,Snickers,51,23,25,2016-09-01 00:00:00
A723360,1,,51,27,1,2015-07-30 00:00:00
A749797,1,Boo,51,27,1,2015-05-19 00:00:00
A729806,1,,51,27,1,2016-04-27 00:00:00
A755102,1,Talesin,11,3,1,2009-07-29 00:00:00
A711334,1,Gabby,11,23,25,2008-09-05 00:00:00
A703949,1,*Ginger,51,24,1,2015-04-30 00:00:00
A717680,1,,51,23,1,2015-08-28 00:00:00
A712392,1,,51,23,1,2015-09-12 00:00:00
A728654,1,,20,42,1,2016-03-30 00:00:00
A754906,1,,11,23,1,2017-05-31 00:00:00
A724898,1,,51,25,1,2016-03-22 00:00:00
A721839,1,,51,42,1,2015-09-05 00:00:00
A725722,1,,51,42,1,2016-05-01 00:00:00
A757528,1,,51,25,27,2017-06-03 00:00:00
A713696,1,*Kami,51,3,1,2015-09-05 00:00:00
A735187,1,*Morris,51,27,1,2016-08-20 00:00:00
A710172,1,Leonard,48,37,1,2009-08-19 00:00:00
A690822,1,*Geronimo,20,22,25,2009-10-26 00:00:00
A725756,1,Serenity,11,27,1,2016-02-23 00:00:00
A763825,1,*Rey,51,27,1,2017-10-16 00:00:00
A748754,1,,51,27,25,2017-04-29 00:00:00
A726531,1,*Teddy,51,14,1,2016-04-11 00:00:00
A710846,1,,51,27,1,2015-04-28 00:00:00
A732495,1,*Mistyfrnkln,20,6,25,2016-06-01 00:00:00
A755725,1,,51,27,27,2017-03-08 00:00:00
A714727,1,*Jenny,51,27,1,2015-05-27 00:00:00
A728014,1,Mumu,51,42,1,2013-05-29 00:00:00
A737111,1,Russia,20,22,25,2016-06-22 00:00:00
A751775,1,,51,27,1,2017-02-25 00:00:00
A696174,1,Clancy,51,42,1,2014-01-30 00:00:00
A730504,1,*Tex,51,27,27,2016-04-29 00:00:00
A755629,1,,51,27,1,2017-07-22 00:00:00
A760664,1,,51,3,1,2017-10-08 00:00:00
A719721,1,Candy,20,42,1,2012-01-26 00:00:00
A760666,1,Callie,20,3,1,2004-10-23 00:00:00
A711041,1,Angel Girl,51,25,42,2003-09-01 00:00:00
A754992,1,Gracie,51,2,25,2015-07-27 00:00:00
A721273,1,*Mira,11,27,25,2015-08-24 00:00:00
A714269,1,,51,35,25,2015-10-01 00:00:00
A741969,1,Lafitte,51,42,1,2016-07-12 00:00:00
A746526,1,,51,23,1,2017-03-28 00:00:00
A723779,1,*Sylvester,11,27,25,2013-04-06 00:00:00
A705584,1,,51,27,1,2015-05-12 00:00:00
A750032,1,*Pickles,51,42,1,2017-04-22 00:00:00
A759359,1,,51,27,1,2017-07-21 00:00:00
A733114,1,Avery,51,40,25,2016-08-10 00:00:00
A714602,1,Stripey,51,42,1,2015-08-25 00:00:00
A732470,1,*Tiger,20,27,1,2016-04-08 00:00:00
A732762,1,,51,23,1,2016-08-01 00:00:00
A763680,1,,51,27,1,2015-12-13 00:00:00
A708741,1,*Kit Kat,51,27,25,2015-07-13 00:00:00
A715519,1,,51,27,25,2015-07-05 00:00:00
A732250,1,,51,27,1,2016-06-27 00:00:00
A721145,1,Mama,11,13,25,2012-02-22 00:00:00
A735696,1,Little Bit,51,42,1,2014-09-27 00:00:00
A763386,1,,51,13,25,2016-12-09 00:00:00
A707458,1,*Max,11,23,1,2015-05-29 00:00:00
A703980,1,,51,3,1,2015-04-12 00:00:00
A734435,1,Lilly,51,3,1,2014-09-06 00:00:00
A736458,1,Bill,51,14,1,2016-08-27 00:00:00
A742448,1,*Sassy,11,42,1,2016-11-18 00:00:00
A725296,1,,51,27,1,2016-04-17 00:00:00
A706626,1,*Ginger,51,14,1,2015-05-12 00:00:00
A710019,1,*Hoffy,51,6,25,2015-04-16 00:00:00
A712387,1,*Draco,51,27,1,2015-08-07 00:00:00
A714153,1,,51,6,25,2015-07-27 00:00:00
A734658,1,,48,25,27,2015-09-10 00:00:00
A719280,1,*Eloise,51,3,1,2005-01-16 00:00:00
A702665,1,*Alice,51,3,1,2015-04-16 00:00:00
A729625,1,Lady,51,23,1,2013-06-21 00:00:00
A704042,1,,51,27,25,2015-05-09 00:00:00
A751616,1,,51,3,1,2017-05-26 00:00:00
A744576,1,Totoro,51,23,1,2015-03-03 00:00:00
A742543,1,,11,13,42,2016-09-23 00:00:00
A731423,1,*Queso,11,22,25,2016-06-28 00:00:00
A684152,1,*Mick,20,42,1,2014-05-20 00:00:00
A747486,1,*Lacroix,11,14,1,2005-04-26 00:00:00
A711575,1,Ringo,51,14,1,2015-08-12 00:00:00
A700344,1,,51,42,1,2015-04-11 00:00:00
A758941,1,*Puddles,51,42,1,2017-06-24 00:00:00
A709721,1,Molly,24,23,1,1998-08-12 00:00:00
A716979,1,*Mirinda,51,42,1,2015-09-08 00:00:00
A750301,1,Tarzan,51,14,1,2017-04-25 00:00:00
A702560,1,*Batman,51,27,1,2015-04-15 00:00:00
A735049,1,,51,27,1,2016-05-17 00:00:00
A704474,1,,51,27,25,2015-04-05 00:00:00
A727431,1,,51,23,25,2015-10-22 00:00:00
A709275,1,Cheeto,51,14,1,2013-08-06 00:00:00
A710538,1,Olive,51,25,23,2015-08-14 00:00:00
A759346,1,*Boca,51,14,1,2017-07-09 00:00:00
A724653,1,,51,14,1,2016-04-15 00:00:00
A755602,1,*King Nigel,14,36,25,2011-08-06 00:00:00
A747475,1,,20,42,1,2017-03-20 00:00:00
A752752,1,*Remy,51,27,1,2017-04-27 00:00:00
A747657,1,Kitty,51,23,1,2016-04-23 00:00:00
A710759,1,Scruffy Joe,11,27,1,2013-08-27 00:00:00
A701175,1,,51,13,25,2015-04-22 00:00:00
A713079,1,*Gomez,51,27,25,2015-09-02 00:00:00
A707863,1,,20,27,25,2015-07-12 00:00:00
A728176,1,*Fred,51,25,40,2008-05-31 00:00:00
A756043,1,*Molly,51,3,1,2017-07-07 00:00:00
A759345,1,*Ears,51,3,1,2017-07-09 00:00:00
A707817,1,,51,42,1,2015-03-18 00:00:00
A715244,1,Smokey,51,34,1,2002-11-18 00:00:00
A711343,1,*Chicken,51,42,1,2015-08-05 00:00:00
A725264,1,*Stitch,51,13,25,2016-03-03 00:00:00
A737604,1,*Cranberry,51,3,1,2016-10-01 00:00:00
A713154,1,,20,42,1,2015-04-03 00:00:00
A702231,1,,51,23,1,2015-04-26 00:00:00
A701808,1,,51,27,1,2015-04-20 00:00:00
A725313,1,,51,36,25,2015-11-28 00:00:00
A732913,1,,51,25,14,2016-07-26 00:00:00
A727454,1,*Ron,51,27,1,2016-04-15 00:00:00
A707886,1,Ladybug,51,3,1,2015-05-04 00:00:00
A701483,1,,51,13,25,2015-04-08 00:00:00
A708773,1,Jingles,51,13,25,2013-07-31 00:00:00
A701610,1,*Gigi,20,24,1,2015-04-02 00:00:00
A707679,1,*Leelah,51,3,1,2015-05-01 00:00:00
A739594,1,*Cecil,51,23,1,2011-12-05 00:00:00
A733209,1,,51,14,1,2016-07-11 00:00:00
A718160,1,*Elsie,51,3,1,2012-12-22 00:00:00
A758932,1,*T'Challa,31,27,1,2017-05-13 00:00:00
A750894,1,,51,27,1,2017-05-07 00:00:00
A713135,1,*Mars,20,22,25,2008-10-06 00:00:00
A763496,1,,51,23,1,2016-12-09 00:00:00
A720387,1,Poly,11,3,1,2013-08-08 00:00:00
A710620,1,*Lona,51,25,1,2015-08-25 00:00:00
A727959,1,,51,3,1,2016-03-29 00:00:00
A683817,1,Marvin,51,22,25,2014-03-15 00:00:00
A725169,1,Socks,51,27,25,2016-03-24 00:00:00
A701487,1,,51,13,25,2015-04-08 00:00:00
A716687,1,Amedeus,14,36,25,2015-11-16 00:00:00
A728941,1,Theo,51,14,1,2016-04-01 00:00:00
A747823,1,Maverick,51,23,1,2016-04-25 00:00:00
A713177,1,Brady,51,27,1,2003-10-03 00:00:00
A723824,1,Rhino,16,42,1,2011-04-07 00:00:00
A759037,1,Skyla Belle,51,25,1,2014-09-25 00:00:00
A702215,1,*Dottie,51,3,1,2015-04-13 00:00:00
A727916,1,,51,42,1,2016-04-28 00:00:00
A715341,1,,51,42,1,2015-10-13 00:00:00
A708755,1,*Stanley,51,22,25,2014-07-31 00:00:00
A718239,1,Ingot,11,27,1,2009-12-28 00:00:00
A736073,1,,51,3,1,2016-09-26 00:00:00
A751646,1,,51,27,1,2017-01-10 00:00:00
A701768,1,Ajax,48,37,1,2015-03-04 00:00:00
A702957,1,Spike,51,13,25,2003-05-19 00:00:00
A706279,1,Sansa,51,14,1,2015-04-01 00:00:00
A735427,1,*Mikkel,51,27,1,2015-03-23 00:00:00
A730199,1,Ophelia,51,42,1,2016-05-11 00:00:00
A706572,1,,51,27,25,2015-06-15 00:00:00
A727174,1,,51,27,1,2015-05-19 00:00:00
A761456,1,,51,27,1,2017-08-21 00:00:00
A704231,1,,11,23,1,2015-05-02 00:00:00
A753525,1,*Victor,51,22,25,2017-05-24 00:00:00
A749207,1,*Puff,51,25,23,2017-04-12 00:00:00
A732397,1,Zara,51,14,1,2015-09-07 00:00:00
A704914,1,*Sugar,51,13,25,2015-04-10 00:00:00
A712998,1,Doodle,51,42,1,2015-06-01 00:00:00
A699366,1,Lyndon,51,42,1,2015-03-11 00:00:00
A726478,1,,51,24,1,2016-04-11 00:00:00
A706165,1,,51,27,1,2013-06-25 00:00:00
A712518,1,Zoe,51,27,1,2015-08-18 00:00:00
A712326,1,,51,25,27,2015-07-21 00:00:00
A752940,1,*Peter,51,27,1,2017-05-16 00:00:00
A740300,1,,51,27,25,2016-11-29 00:00:00
A707323,1,Seamus,51,42,1,2015-06-11 00:00:00
A730716,1,*Bernadette,51,3,1,2016-05-09 00:00:00
A728292,1,*Willie,20,27,25,2016-03-25 00:00:00
A762293,1,,51,42,1,2017-08-31 00:00:00
A747106,1,Koko,51,27,1,2015-04-14 00:00:00
A732838,1,,51,42,1,2016-07-29 00:00:00
A710536,1,,51,42,1,2015-07-01 00:00:00
A733710,1,*Franklin,51,14,1,2016-03-26 00:00:00
A722847,1,Gloria,20,3,1,2012-03-23 00:00:00
A732434,1,,20,14,1,2013-08-07 00:00:00
A712272,1,Happy,51,6,25,2015-08-05 00:00:00
A700580,1,,51,27,1,2015-04-04 00:00:00
A702336,1,,48,37,1,2015-04-20 00:00:00
A702773,1,*Vera,20,27,25,2015-03-02 00:00:00
A734833,1,,51,42,1,2015-09-13 00:00:00
A718462,1,*Julia,48,3,1,2011-12-30 00:00:00
A703691,1,,51,42,1,2015-05-12 00:00:00
A713825,1,*Nemo,51,42,1,2015-09-21 00:00:00
A703893,1,*Jesse Moon,51,42,1,2015-04-26 00:00:00
A730999,1,*Reba,51,27,25,2016-04-14 00:00:00
A727582,1,*Ebony,51,27,1,2016-04-27 00:00:00
A713712,1,,51,3,1,2014-10-11 00:00:00
A741177,1,*Babette,20,3,1,2016-05-29 00:00:00
A763061,1,,31,3,27,2016-12-02 00:00:00
A737551,1,*Belvedere,51,27,25,2013-10-31 00:00:00
A755031,1,*Slate,51,42,1,2017-06-19 00:00:00
A707241,1,,20,23,1,2014-07-10 00:00:00
A750599,1,,51,13,25,2017-05-12 00:00:00
A762873,1,,20,42,1,2016-01-29 00:00:00
A687929,1,Bella,48,3,1,2014-07-26 00:00:00
A757056,1,,51,27,1,2017-08-14 00:00:00
A713814,1,*Wally,51,27,1,2015-02-13 00:00:00
A718236,1,*Stevie,51,3,1,2010-12-26 00:00:00
A710083,1,,51,35,25,2015-03-17 00:00:00
A713076,1,*Kelly,51,27,25,2015-08-28 00:00:00
A725149,1,Halloween,51,27,1,2009-04-26 00:00:00
A725503,1,*Arnie,51,23,1,2014-11-29 00:00:00
A730832,1,*Dove,20,23,1,2016-06-21 00:00:00
A745749,1,Metallica,16,42,1,2009-03-23 00:00:00
A757444,1,Harmony,51,27,1,2005-09-02 00:00:00
A743550,1,Bergamot,51,31,25,2016-02-12 00:00:00
A751032,1,*Poppy,51,27,1,2017-04-24 00:00:00
A752376,1,*Beryl,51,42,1,2011-06-21 00:00:00
A731735,1,*Benetta,11,27,25,2015-07-26 00:00:00
A755173,1,,51,14,1,2017-05-30 00:00:00
A724981,1,,51,27,1,2016-04-19 00:00:00
A710521,1,*Fred,51,22,25,2015-07-29 00:00:00
A723875,1,,51,34,1,2015-04-08 00:00:00
A737952,1,*Betty,51,13,25,2016-08-07 00:00:00
A714199,1,,51,42,1,2015-07-19 00:00:00
A713058,1,,51,13,25,2012-10-02 00:00:00
A725147,1,,20,23,1,2016-04-11 00:00:00
A729185,1,*Mittens,51,27,25,2016-05-14 00:00:00
A720708,1,*Leia,51,25,42,2016-02-11 00:00:00
A736911,1,,51,27,1,2016-06-19 00:00:00
A699602,1,Toad,51,27,1,2011-03-30 00:00:00
A757442,1,*Emma,51,23,1,2017-05-17 00:00:00
A731471,1,*Hyla,51,3,1,2016-05-21 00:00:00
A707892,1,Booboo,51,25,16,2013-07-19 00:00:00
A715105,1,Lonnie,51,25,27,2015-10-09 00:00:00
A726063,1,Jackie,51,13,25,2014-05-05 00:00:00
A701613,1,,51,3,27,2015-03-30 00:00:00
A719142,1,,11,13,27,2012-01-14 00:00:00
A757285,1,*Sampson,51,42,1,2017-06-27 00:00:00
A753102,1,Lucky,51,27,1,2009-07-01 00:00:00
A752715,1,Sam,51,22,25,2015-06-26 00:00:00
A704793,1,*Amos,51,42,1,2015-04-21 00:00:00
A760405,1,,51,42,1,2017-10-14 00:00:00
A746162,1,,20,27,1,2017-03-20 00:00:00
A737381,1,*Raffi,51,14,1,2016-09-04 00:00:00
A719077,1,*Foxie,51,42,1,2015-10-12 00:00:00
A729347,1,*Sam,51,24,1,2016-05-16 00:00:00
A720891,1,*Henry,51,25,27,2012-02-17 00:00:00
A702851,1,*Norma,51,25,14,2015-03-03 00:00:00
A738440,1,*Winnie,20,23,25,2016-09-22 00:00:00
A705575,1,Simon,51,42,1,2014-06-19 00:00:00
A705881,1,,51,6,25,2012-06-22 00:00:00
A607874,1,Chole,51,27,1,2009-08-13 00:00:00
A747943,1,*Anne,51,27,1,2017-03-12 00:00:00
A715103,1,Donnie,51,13,25,2015-10-09 00:00:00
A728844,1,,51,14,1,2016-06-06 00:00:00
A749291,1,*Lillian,51,42,1,2016-05-13 00:00:00
A702321,1,Grace,20,18,1,2003-05-12 00:00:00
A704860,1,Aurora,11,27,1,2014-03-09 00:00:00
A719514,1,Monti,51,27,1,2015-10-21 00:00:00
A751810,1,*Jimmy,51,13,25,2017-05-06 00:00:00
A718627,1,,51,13,25,2015-01-03 00:00:00
A759185,1,*Brenner,51,14,1,2017-02-28 00:00:00
A731149,1,*Topaz,51,14,1,2016-07-11 00:00:00
A715795,1,Nutmeg,51,13,25,2015-09-25 00:00:00
A706238,1,*Alice,51,3,1,2015-05-26 00:00:00
A729695,1,,51,25,42,2016-04-03 00:00:00
A704119,1,*Martina,51,14,1,2015-04-24 00:00:00
A746945,1,,20,3,1,2016-04-11 00:00:00
A719120,1,Margot,48,3,1,2010-01-13 00:00:00
A731563,1,*Sparkle,51,25,23,2014-07-24 00:00:00
A711039,1,,51,42,1,2015-08-05 00:00:00
A736620,1,*Izumo,51,27,1,2016-08-23 00:00:00
A735394,1,*Rheya,51,42,1,2016-01-23 00:00:00
A711329,1,,51,42,1,2015-06-20 00:00:00
A748610,1,,51,14,1,2017-04-30 00:00:00
A706550,1,*Freddie,51,14,1,2015-05-08 00:00:00
A718596,1,Nami,51,42,1,2015-10-02 00:00:00
A754129,1,Paris,51,3,1,2009-07-16 00:00:00
A750454,1,,51,13,25,2017-03-30 00:00:00
A706573,1,,51,27,25,2015-06-15 00:00:00
A756248,1,,51,42,1,2016-08-16 00:00:00
A704920,1,*Eric,51,27,1,2015-05-03 00:00:00
A735778,1,,51,14,1,2016-09-14 00:00:00
A746037,1,,51,23,1,2017-03-13 00:00:00
A724753,1,Kitty,51,27,1,2016-04-06 00:00:00
A740782,1,,51,22,25,2014-12-22 00:00:00
A745653,1,,20,23,25,2017-03-14 00:00:00
A731655,1,,51,3,1,2015-07-25 00:00:00
A742700,1,,51,13,25,2016-03-26 00:00:00
A712790,1,Bob,51,23,1,2010-03-28 00:00:00
A710328,1,*Wolfy,51,13,25,2015-07-14 00:00:00
A753626,1,*Mooney,51,27,1,2017-06-17 00:00:00
A700906,1,Charli,48,23,1,2013-04-21 00:00:00
A732189,1,*Penny,51,27,1,2014-08-03 00:00:00
A761091,1,*Diego,51,27,1,2009-10-29 00:00:00
A752919,1,,51,27,1,2016-06-29 00:00:00
A701674,1,*Sledge,16,42,1,2012-05-03 00:00:00
A760484,1,*Will,51,27,1,2017-09-10 00:00:00
A755362,1,,51,42,1,2017-06-02 00:00:00
A747612,1,*Lo Mein,51,14,1,2017-03-29 00:00:00
A752594,1,Coco,51,3,1,2017-04-11 00:00:00
A731239,1,,51,14,1,2010-08-20 00:00:00
A730510,1,*Archie,51,23,1,2016-04-29 00:00:00
A750513,1,,20,22,25,2016-11-28 00:00:00
A707685,1,*Doc,51,27,25,2015-06-01 00:00:00
A715764,1,Walt,51,27,25,2005-11-09 00:00:00
A703290,1,,51,42,1,2015-04-01 00:00:00
A752954,1,*Harper,51,22,25,2017-03-29 00:00:00
A727279,1,*Jill,20,27,1,2016-04-16 00:00:00
A736910,1,,51,22,25,2015-10-19 00:00:00
A717493,1,,51,13,25,2014-12-09 00:00:00
A712232,1,*Cardamom,51,3,25,2015-08-28 00:00:00
A576705,1,Blue,48,20,1,2010-03-18 00:00:00
A714377,1,*Daly,20,14,1,2015-09-22 00:00:00
A737476,1,,51,6,25,2015-10-29 00:00:00
A732755,1,Itty Bitty,51,42,1,2003-08-13 00:00:00
A721238,1,*Belinda,51,3,1,2016-02-16 00:00:00
A750145,1,,51,42,1,2015-11-23 00:00:00
A758946,1,Cutie,51,6,25,2015-09-24 00:00:00
A727842,1,*Martha,51,22,25,2016-04-19 00:00:00
A702958,1,*Mouse,20,42,1,2015-04-04 00:00:00
A741276,1,,20,27,25,2016-10-30 00:00:00
A740865,1,*Willa,51,3,1,2015-12-24 00:00:00
A708434,1,*Jonesy,51,42,1,2015-07-25 00:00:00
A734745,1,,51,22,25,2016-08-28 00:00:00
A661697,1,Timmy,51,42,1,2013-07-16 00:00:00
A718241,1,Tomato,11,27,1,2005-12-28 00:00:00
A703270,1,,51,25,42,2015-04-30 00:00:00
A747893,1,,51,3,25,2017-04-15 00:00:00
A749578,1,*Jesse,51,25,1,2017-04-17 00:00:00
A721966,1,Kylee,4,20,1,2016-02-01 00:00:00
A734396,1,Pumpkin,51,3,1,2008-09-06 00:00:00
A716911,1,Tejas,51,23,1,2013-11-28 00:00:00
A733647,1,Phiphi,51,3,1,2016-08-18 00:00:00
A703676,1,*Oliver,51,13,25,2015-05-05 00:00:00
A729808,1,*Bucky,51,23,1,2016-05-08 00:00:00
A747447,1,,51,3,1,2015-04-19 00:00:00
A736848,1,,51,14,1,2016-10-11 00:00:00
A719188,1,,51,27,1,2013-01-15 00:00:00
A756088,1,,31,3,25,2017-07-30 00:00:00
A735252,1,,51,42,1,2016-09-06 00:00:00
A705284,1,,51,42,1,2015-04-08 00:00:00
A749945,1,*Kourtney,51,27,1,2017-04-06 00:00:00
A726406,1,*Éclair,51,3,1,2016-04-10 00:00:00
A702876,1,,51,14,1,2014-05-18 00:00:00
A735444,1,*Renny,51,25,42,2015-03-23 00:00:00
A759785,1,,20,27,25,2017-01-07 00:00:00
A703181,1,*Abby,51,25,42,2014-05-21 00:00:00
A746275,1,,51,14,1,2017-03-28 00:00:00
A736982,1,Smokey,51,23,1,2016-09-05 00:00:00
A753876,1,Oliver,51,23,25,2017-07-06 00:00:00
A710036,1,,51,14,1,2015-07-29 00:00:00
A750333,1,,51,42,1,2017-05-25 00:00:00
A711663,1,*Frylock,51,42,1,2015-08-03 00:00:00
A710677,1,Bella,11,3,1,2007-08-26 00:00:00
A709214,1,Kia,51,3,1,2014-02-10 00:00:00
A761150,1,Grace,51,27,25,2006-10-30 00:00:00
A710274,1,,20,23,1,2015-04-20 00:00:00
A702225,1,*Edmund,51,14,1,2015-04-19 00:00:00
A713336,1,,51,23,1,2014-10-05 00:00:00
A739050,1,Peaches,61,22,25,2005-11-27 00:00:00
A729375,1,*Chiffon,51,3,1,2016-05-02 00:00:00
A701059,1,*Minty,51,23,1,2015-03-23 00:00:00
A737007,1,*Cinnamon,20,13,25,2016-09-06 00:00:00
A729822,1,*Reeses,51,14,1,2016-04-24 00:00:00
A747781,1,,51,42,1,2017-04-17 00:00:00
A764024,1,,51,40,1,2017-09-20 00:00:00
A752887,1,*Mirzan,51,27,27,2017-05-04 00:00:00
A745391,1,Maggie,24,25,40,2008-03-17 00:00:00
A751039,1,*Tabitha,51,42,1,2017-05-03 00:00:00
A704289,1,*Dora,51,27,25,2015-05-03 00:00:00
A711958,1,Nugget,20,25,42,2015-04-14 00:00:00
A755678,1,,51,42,1,2017-07-17 00:00:00
A750078,1,*Dotty,51,13,25,2017-04-27 00:00:00
A744549,1,,48,19,1,2015-03-02 00:00:00
A707437,1,,51,27,1,2015-05-01 00:00:00
A711575,1,Ringo,51,14,1,2015-08-12 00:00:00
A742710,1,Barney,51,42,1,2009-01-26 00:00:00
A730727,1,,51,42,1,2016-06-24 00:00:00
A748905,1,*Pierce,51,27,1,2017-05-05 00:00:00
A733683,1,,51,13,25,2016-02-25 00:00:00
A714913,1,Patrick,51,27,1,2015-09-29 00:00:00
A705615,1,*Vivian,20,23,1,2015-04-19 00:00:00
A699031,1,Tabitha,4,20,1,2005-03-21 00:00:00
A740465,1,,51,23,1,2016-09-17 00:00:00
A708708,1,,51,14,1,2015-07-15 00:00:00
A703092,1,,51,30,25,2015-05-17 00:00:00
A704721,1,,51,22,25,2015-05-28 00:00:00
A684344,1,Babyprincess,51,27,25,2014-06-22 00:00:00
A749461,1,*Lars,51,14,1,2014-05-15 00:00:00
A760351,1,*Wendy,51,3,1,2017-09-10 00:00:00
A713760,1,B,51,42,1,2015-04-27 00:00:00
A710624,1,,51,3,1,2015-08-22 00:00:00
A723687,1,,51,23,25,2016-03-13 00:00:00
A713006,1,*Charlene,51,27,25,2015-08-23 00:00:00
A731868,1,Benitos,51,42,1,2013-07-28 00:00:00
A708897,1,*Qually,51,14,1,2015-06-02 00:00:00
A735179,1,*Ulla,11,25,27,2016-09-06 00:00:00
A659409,1,Krishna,51,27,1,2012-08-15 00:00:00
A756940,1,,11,27,1,2010-08-28 00:00:00
A750249,1,Murphy,51,6,25,2007-05-24 00:00:00
A744571,1,,51,42,1,2016-11-03 00:00:00
A759164,1,Georgie,51,42,1,2015-09-28 00:00:00
A732104,1,,51,25,27,2016-07-23 00:00:00
A754665,1,*Humphrey,51,23,25,2017-06-15 00:00:00
A702448,1,,51,23,1,2015-04-02 00:00:00
A734054,1,*Barrister,51,13,25,2016-05-31 00:00:00
A738837,1,Jeri,51,6,25,2015-11-22 00:00:00
A730134,1,Rum Drop,51,42,1,2016-04-29 00:00:00
A759793,1,*Bootsy,51,13,25,2017-08-07 00:00:00
A716974,1,,51,27,1,2015-05-30 00:00:00
A726787,1,,51,23,1,2016-05-10 00:00:00
A719823,1,*Leonora,51,25,23,2015-07-28 00:00:00
A709311,1,*Costello,51,25,42,2015-07-07 00:00:00
A714272,1,,51,42,1,2015-06-20 00:00:00
A752185,1,,51,3,1,2017-06-19 00:00:00
A705979,1,,51,14,1,2005-06-23 00:00:00
A715364,1,,51,42,1,2015-08-21 00:00:00
A705515,1,*Ellison,49,25,1,2015-04-26 00:00:00
A748431,1,,51,23,1,2017-04-22 00:00:00
A757783,1,Chacho,51,13,25,2012-03-06 00:00:00
A753720,1,,51,23,1,2017-05-21 00:00:00
A748191,1,*Fergus,51,27,1,2017-03-23 00:00:00
A732643,1,*Kimmy,51,42,1,2016-06-11 00:00:00
A749478,1,,51,27,1,2017-02-15 00:00:00
A732231,1,,51,22,25,2016-07-13 00:00:00
A732025,1,,51,14,1,2016-04-16 00:00:00
A738349,1,*Jean Paul,48,18,1,2016-09-13 00:00:00
A737715,1,*Melanie,51,13,25,2016-09-18 00:00:00
A707305,1,*Wally,20,23,1,2015-05-27 00:00:00
A702148,1,*Juniper,51,22,25,2015-03-21 00:00:00
A726253,1,*Ickis,51,13,25,2016-04-12 00:00:00
A700459,1,,11,3,1,2015-03-30 00:00:00
A710468,1,*Nugget,51,27,1,2015-08-23 00:00:00
A728642,1,,51,27,1,2016-04-21 00:00:00
A753054,1,,51,42,1,2017-06-29 00:00:00
A730249,1,,51,42,1,2016-04-30 00:00:00
A751255,1,,51,25,27,2017-05-09 00:00:00
A718336,1,Sophia,51,13,25,2015-07-28 00:00:00
A696575,1,Lucy,11,3,25,2002-02-07 00:00:00
A762748,1,,51,4,25,2017-08-20 00:00:00
A708080,1,,51,27,1,2013-07-22 00:00:00
A721710,1,Felix,51,27,25,2015-08-02 00:00:00
A751009,1,*Biv,51,27,25,2017-05-12 00:00:00
A705042,1,*Willie,51,42,1,2015-05-10 00:00:00
A754293,1,Queenie,51,3,1,2017-05-03 00:00:00
A762826,1,,51,13,25,2017-11-06 00:00:00
A740124,1,Tigger,51,14,1,2013-12-11 00:00:00
A729037,1,Blanco,51,14,1,2016-04-12 00:00:00
A759763,1,Pumpkin,51,35,25,2015-10-07 00:00:00
A719628,1,,51,42,1,2015-07-23 00:00:00
A752505,1,*Stripes,51,25,23,2017-06-08 00:00:00
A716558,1,*Missy,51,27,1,2015-04-21 00:00:00
A748785,1,,51,42,1,2017-04-24 00:00:00
A758019,1,*Chuck,51,22,25,2016-09-10 00:00:00
A723626,1,,51,22,25,2016-03-13 00:00:00
A758008,1,,51,23,1,2017-09-03 00:00:00
A747403,1,,51,42,1,2014-04-19 00:00:00
A705215,1,,51,13,25,2015-05-23 00:00:00
A743191,1,,51,3,1,2016-12-05 00:00:00
A731597,1,,51,42,1,2016-07-02 00:00:00
A710167,1,*Skeeter,51,13,25,2015-07-30 00:00:00
A709160,1,*Rio,51,27,25,2015-06-05 00:00:00
A708273,1,Shrek,51,42,1,2010-07-25 00:00:00
A759789,1,,51,22,25,2017-08-07 00:00:00
A754671,1,*Dim Sum,51,27,25,2017-06-16 00:00:00
A746291,1,,11,27,25,2017-03-03 00:00:00
A706549,1,,51,3,1,2015-05-23 00:00:00
A703059,1,*Rocket,51,14,1,2014-05-20 00:00:00
A726386,1,*Sky,11,23,1,2016-04-10 00:00:00
A700285,1,*Claire,51,22,25,2014-10-11 00:00:00
A739539,1,Mittens,11,3,1,2016-10-26 00:00:00
A714705,1,,20,27,27,2015-10-12 00:00:00
A735876,1,River,51,3,1,2016-07-15 00:00:00
A708834,1,,51,27,25,2015-07-30 00:00:00
A703439,1,Fluffy,51,23,25,2015-03-24 00:00:00
A706579,1,*Fritz,51,27,1,2015-05-07 00:00:00
A739885,1,,48,20,1,2016-04-08 00:00:00
A763267,1,*Romeo,20,25,40,2017-03-06 00:00:00
A735031,1,*Roberto,51,23,1,2016-08-17 00:00:00
A726417,1,*Willie,51,27,25,2016-03-26 00:00:00
A718780,1,,51,3,1,2015-11-07 00:00:00
A749994,1,*Ravioli,51,27,1,2017-04-21 00:00:00
A724540,1,,51,27,34,2001-04-19 00:00:00
A746551,1,,51,22,25,2016-04-04 00:00:00
A704500,1,*Frankie,51,27,1,2015-04-20 00:00:00
A747942,1,*Albert,51,27,1,2017-03-12 00:00:00
A761793,1,,51,35,25,2017-03-09 00:00:00
A703410,1,,51,6,25,2015-05-09 00:00:00
